"","CBJMC00700","CBJMC01400","CBJMC02800","CBJMC04200","CBJMC04201","CBJMC04202","CBJMC04203","CHCFC00700","CHCFC01400","CHCFC02800","CHCFC04200","CHCFC05601","CHCFC05602","CHCFC05603","DGYFC06201","DGYFC06202","DGYFC06203","DGYMC06201","DGYMC06202","DGYMC06203","DHCFC07801","DHCFC07802","DHCFC07803","DHCMC07801","DHCMC07802","DHCMC07803","DHKFC23501","DHKFC23502","DHKFC23503","DSLFC04101","DSLFC04102","DSLFC04103","DSLMC04101","DSLMC04102","DSLMC04103","DSTFC04001","DSTFC04002","DSTFC04003","DSTMC04001","DSTMC04002","DSTMC04003","HBJMC00700","HBJMC01400","HBJMC02800","HBJMC04200","HBJMC04201","HBJMC04202","HBJMC04203","HHCFC00700","HHCFC01400","HHCFC02800","HHCFC04200","HHCFC05601","HHCFC05602","HHCFC05603","LBJMC00700","LBJMC01400","LBJMC02800","LBJMC04200","LBJMC04201","LBJMC04202","LBJMC04203","LHCFC00700","LHCFC01400","LHCFC02800","LHCFC04200","LHCFC05601","LHCFC05602","LHCFC05603","MBJMC00700","MBJMC01400","MBJMC02800","MBJMC04200","MBJMC04201","MBJMC04202","MBJMC04203","MHCFC00700","MHCFC01400","MHCFC02800","MHCFC04200","MHCFC05601","MHCFC05602","MHCFC05603","NBJMC00100","NBJMC00700","NBJMC01400","NBJMC02800","NBJMC04200","NBJMC04201","NBJMC04202","NBJMC04203","NHCFC00100","NHCFC00700","NHCFC01400","NHCFC02800","NHCFC04200","NHCFC05601","NHCFC05602","NHCFC05603"
"Actinotignum",0,7.571737e-08,1.281468e-07,1.25692e-07,1.330129e-07,0,9.106043e-08,0,4.787014e-08,4.631474e-08,1.559624e-07,1.775463e-07,3.78294e-08,9.816327e-08,1.279025e-07,8.586212e-08,1.216297e-07,4.971585e-08,0,0,3.561831e-08,0,1.115994e-07,6.496997e-08,6.935734e-08,1.0877e-07,4.834206e-08,0,2.460399e-08,2.368595e-08,5.990867e-08,0,2.501009e-08,0,6.468403e-08,1.594574e-07,1.645552e-07,0,6.391356e-08,3.044576e-07,3.041941e-08,0,0,2.774621e-07,1.289382e-07,1.881958e-07,7.839261e-08,0,0,4.438007e-07,2.294647e-08,1.471083e-07,1.073129e-07,0,1.179251e-07,0,0,8.005616e-08,4.227903e-08,4.451935e-08,6.957831e-08,6.344488e-08,2.680909e-08,5.409728e-08,2.93772e-08,4.335585e-08,2.084978e-07,9.700722e-08,3.234152e-07,0,0,4.943277e-08,1.500555e-07,0,0,0,0,8.080763e-08,2.262036e-08,6.363701e-08,0,0,1.398404e-07,0,0,0,8.32338e-08,9.421593e-08,0,9.021302e-08,1.119073e-07,0,0,1.245624e-07,6.084108e-08,1.059683e-07,0,1.742659e-08,3.972403e-08
"Adlercreutzia",1.350891e-07,2.427049e-06,2.098152e-06,1.419596e-06,1.275005e-06,3.706987e-06,4.849938e-07,2.983957e-06,3.685027e-06,4.018154e-06,3.529003e-06,2.810196e-06,1.700146e-06,2.734351e-06,1.699214e-06,3.563954e-06,3.604373e-06,7.9558e-07,4.40271e-06,6.332463e-07,1.173211e-06,7.262938e-07,1.761622e-06,8.260293e-07,5.379711e-07,1.355985e-06,2.146197e-06,1.060988e-06,3.368642e-07,1.878354e-05,4.154313e-06,5.860199e-06,3.357595e-06,3.763378e-06,1.655404e-05,5.671975e-05,4.33178e-05,1.099279e-05,6.977839e-05,1.922805e-05,7.245955e-05,5.479273e-07,1.205693e-05,5.187398e-06,5.244179e-06,4.378209e-06,3.542383e-06,1.519681e-06,4.335616e-07,2.48233e-05,1.860047e-05,4.965119e-06,8.733143e-07,2.199749e-06,2.18211e-06,1.750081e-06,1.338901e-06,3.851518e-06,2.261163e-06,5.033417e-06,1.850309e-06,5.696157e-06,5.989317e-06,2.063167e-05,4.732573e-06,2.64421e-06,1.27568e-06,3.66333e-06,5.041277e-06,2.101386e-06,1.448014e-05,3.574412e-06,6.879074e-06,5.498379e-07,5.559499e-07,2.520872e-06,4.854407e-06,6.114698e-06,5.661269e-06,6.108574e-06,5.810091e-07,7.979886e-07,5.334379e-07,0,9.858266e-08,4.335731e-06,1.480898e-05,3.374788e-06,1.475825e-06,1.02734e-06,1.186414e-05,0,8.913581e-07,4.908138e-06,1.999038e-06,9.952251e-06,3.939972e-06,3.743629e-06,1.611136e-06
"Advenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666635e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aequorivita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeriscardovia",0,0,0,0,0,0,0,0,0,5.693739e-07,1.318169e-06,2.510081e-06,2.49969e-06,1.433049e-06,4.599715e-07,7.256925e-07,1.196211e-06,0,1.162057e-07,0,0,0,0,0,0,0,2.971484e-07,7.84762e-07,7.561778e-08,0,0,0,0,0,0,0,1.833319e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.320196e-05,2.198766e-06,8.403311e-07,1.993368e-06,0,0,0,0,0,0,0,0,0,0,3.197991e-06,3.728267e-06,1.26412e-05,5.730016e-06,0,0,0,0,0,0,0,0,0,0,1.825429e-06,3.088426e-06,1.121546e-06,2.8243e-06,0,0,0,0,0,0,0,0,0,0,7.65659e-08,6.232955e-08,4.559555e-06,4.170368e-06,3.213527e-07,9.156571e-07
"Aerococcus",1.657869e-07,6.02609e-07,1.262623e-07,0,1.964855e-07,1.725043e-07,0,2.548894e-07,3.846399e-07,2.180664e-07,1.313372e-07,4.073835e-08,6.886249e-08,7.472244e-08,1.642084e-06,9.489514e-07,9.485082e-07,3.799398e-07,2.74225e-07,1.998888e-07,3.813823e-06,1.44801e-06,1.185426e-06,7.36475e-07,1.801555e-07,2.258198e-06,2.178752e-07,6.007365e-07,1.521527e-07,3.521032e-07,1.406734e-07,1.38684e-07,6.35249e-07,1.766166e-07,5.797065e-07,5.598393e-07,2.250483e-07,1.016649e-07,2.053299e-07,1.098964e-06,3.969279e-07,0,1.072355e-07,0,0,0,5.273398e-08,5.942688e-07,0.0001016472,0,1.513026e-07,5.327705e-08,7.669841e-08,2.970125e-07,3.113502e-07,6.178218e-08,7.249401e-07,0,1.507887e-07,0,0,0,5.241851e-07,3.90573e-08,8.786929e-08,1.167387e-07,0,7.267617e-08,3.911757e-07,1.593205e-06,0,0,1.566e-07,1.099813e-07,0,1.214181e-07,3.33653e-07,1.735292e-07,1.068389e-07,5.707737e-08,1.037551e-07,3.408099e-08,2.884639e-08,3.317632e-06,0,0,0,0,0,0,0,1.269076e-05,4.441335e-07,2.67209e-07,1.464207e-07,4.284975e-07,5.378417e-08,2.045161e-07,5.142767e-07
"Aeromicrobium",0,0,0,5.771879e-07,0,0,0,0,0,0,1.306185e-07,1.78434e-07,0,6.629979e-08,1.452867e-07,3.665554e-07,6.571927e-08,2.014695e-07,0,1.992561e-07,6.346879e-08,4.088733e-07,0,0,0,0,0,0,0,0,6.008804e-08,1.26071e-07,0,1.265277e-07,0,0,0,0,0,0,0,0,0,0,1.43981e-07,0,0,0,2.784868e-06,0,0,0,1.681524e-07,0,0,0,0,0,7.081738e-08,0,3.124495e-08,0,0,0,0,1.452421e-07,1.269941e-07,0,0,0,0,0,1.351306e-07,0,6.257802e-08,1.238465e-07,0,0,0,0,0,0,0,2.634247e-07,0,0,0,0,0,1.007379e-07,0,1.069266e-07,0,0,0,7.157135e-08,0,0,1.738567e-07
"Aeromonas",1.387762e-05,1.370155e-06,5.427779e-06,2.211265e-06,3.02388e-06,9.230242e-06,6.58096e-06,2.792009e-06,3.98887e-07,4.977695e-06,1.744182e-06,2.332215e-06,2.762189e-06,1.843605e-06,1.892342e-06,3.88033e-07,1.599193e-06,5.241118e-06,4.646158e-07,8.987524e-07,1.993386e-06,3.339677e-06,1.740499e-06,4.454156e-06,2.650454e-06,3.31636e-06,1.091347e-06,1.662142e-06,4.478794e-07,2.616262e-06,4.259806e-07,1.435073e-06,2.302605e-06,3.2424e-06,3.773264e-06,1.943509e-06,6.010656e-06,2.694384e-06,7.402727e-07,1.298137e-06,3.862625e-06,2.4589e-06,3.882333e-06,2.048231e-06,3.183293e-06,1.291898e-06,4.586938e-06,1.920208e-06,0,4.347107e-07,3.164119e-07,2.413778e-06,3.167881e-06,2.996991e-06,1.303027e-06,6.776084e-07,1.021953e-06,7.20113e-06,2.322781e-06,5.239061e-06,7.087915e-06,7.884816e-06,2.229109e-06,8.396838e-07,6.044713e-06,2.711054e-06,8.582954e-06,1.314127e-06,2.648539e-06,1.248085e-05,7.99455e-07,4.363607e-06,4.642258e-06,9.354735e-06,2.21402e-06,8.204408e-07,1.489217e-06,1.074233e-06,6.861015e-07,2.136114e-06,2.785462e-06,1.419851e-06,3.030749e-06,3.861955e-06,3.016088e-05,3.079874e-06,4.024108e-06,2.63251e-06,1.701126e-05,4.257431e-06,3.632277e-06,3.922004e-05,1.02133e-05,8.44954e-07,2.912955e-06,1.948855e-06,2.866789e-06,3.55992e-06,5.647156e-07
"Aestuariimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.254236e-07,0,0,2.918531e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afipia",3.401199e-07,2.352977e-07,5.86115e-07,1.881218e-06,3.568398e-06,8.018334e-07,1.549721e-06,5.318062e-06,5.82916e-06,1.461972e-06,2.004387e-06,9.972406e-07,1.471027e-06,1.06106e-06,2.835278e-06,8.279584e-07,8.533048e-07,1.691145e-06,4.512465e-07,7.630062e-07,9.456734e-07,1.323967e-06,5.512465e-07,6.613839e-07,2.0967e-07,3.238202e-07,2.507551e-07,7.431186e-07,5.075469e-07,2.911505e-06,4.701604e-06,5.907781e-07,5.729743e-06,2.210532e-06,4.860896e-06,3.859882e-06,1.980062e-06,2.54505e-07,1.004962e-06,8.832782e-07,7.512913e-07,2.129764e-06,1.33194e-06,3.587784e-07,7.516759e-07,9.030184e-07,8.129626e-07,1.570042e-06,4.722816e-05,7.079695e-06,1.406521e-06,9.315539e-06,6.566858e-07,1.166457e-06,1.063634e-06,2.113095e-06,0,5.375643e-07,1.165831e-06,7.442563e-07,8.762846e-07,8.738657e-07,1.67051e-06,3.275823e-05,4.148953e-06,6.712927e-06,1.688934e-06,3.469614e-06,1.274774e-06,4.275378e-07,1.247727e-06,6.650343e-07,7.985134e-07,7.796731e-07,1.333299e-06,2.920383e-07,2.375558e-06,7.708852e-05,3.594073e-06,4.483792e-06,1.311015e-06,5.738875e-07,8.671547e-07,1.364103e-06,1.153132e-06,2.640214e-07,3.189251e-07,1.360325e-06,3.069753e-07,1.545201e-06,7.368979e-07,2.335073e-06,4.962721e-06,1.003836e-05,1.269668e-06,8.326448e-06,1.703361e-06,1.511532e-06,7.839244e-07
"Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335272e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agreia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrobacterium",1.791992e-06,5.836005e-06,8.42136e-07,6.233845e-07,1.16502e-06,4.633374e-07,2.281649e-06,3.597585e-06,4.142466e-06,2.966799e-06,1.619301e-06,1.182899e-06,5.352357e-07,1.10299e-06,1.525354e-06,9.973659e-07,2.002814e-07,4.876074e-07,1.281223e-06,1.591578e-06,5.829358e-07,2.85215e-07,2.421361e-07,3.090554e-07,7.393957e-07,4.34878e-07,2.88219e-07,8.923609e-07,3.090955e-07,1.298238e-06,1.341676e-06,9.458548e-07,9.846296e-07,5.969774e-07,2.491771e-06,7.942638e-07,8.258919e-07,3.665426e-07,2.846855e-07,1.50648e-06,3.998262e-07,5.341456e-07,1.537685e-06,9.733279e-07,4.147245e-07,1.645366e-06,1.314001e-06,1.260128e-06,0.0003166529,3.900083e-06,4.998467e-06,8.068915e-06,6.440282e-07,1.368911e-06,3.168646e-06,1.550831e-06,1.705166e-06,5.103557e-07,2.344062e-06,8.399383e-07,1.479137e-06,1.35402e-06,6.591747e-06,1.065813e-05,2.962445e-06,5.17283e-06,1.520411e-06,1.74093e-06,1.712538e-06,5.294724e-06,1.96355e-06,1.138489e-06,1.289179e-06,3.482422e-07,5.932233e-07,1.326578e-06,6.23147e-06,6.473223e-06,5.891891e-06,5.897392e-06,6.526064e-07,6.695339e-07,1.871783e-06,4.056396e-06,2.732803e-06,9.049539e-06,1.132048e-06,1.138918e-06,4.408726e-07,1.262163e-06,6.555444e-07,1.140931e-05,3.670312e-06,9.922852e-06,3.493167e-06,6.202265e-06,1.434925e-06,6.527013e-07,6.177509e-07
"Agrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.392317e-07,2.952267e-08,1.558162e-08,4.082061e-08,9.240564e-08,1.203001e-07,2.781383e-08,1.132967e-07,1.456462e-07,2.863808e-08,0,0,0,0,3.296935e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239852e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agromyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.829801e-07,3.021409e-08,1.721165e-07,0,6.365037e-08,1.518712e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150835e-07,0,3.592087e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.581738e-08,0,0,0,0,0,0,0,0,0,0,1.448491e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.409359e-08,1.729194e-07,0,0,0
"Akkermansia",5.239894e-07,1.74088e-06,0.01000694,0.02370209,0.008231653,2.724429e-05,0.0002780083,8.165354e-07,1.924017e-07,1.983285e-06,4.157913e-06,1.150417e-06,2.02082e-06,1.111689e-05,4.199864e-06,9.734823e-06,1.443539e-06,1.775356e-05,2.523854e-07,8.322294e-06,1.71176e-06,6.377163e-07,2.669484e-07,6.941284e-07,2.105623e-06,5.036978e-07,9.932313e-07,4.294914e-06,4.587834e-06,1.171302e-06,3.684275e-06,3.414172e-06,8.109798e-05,4.865269e-05,1.626088e-06,1.694428e-06,1.239939e-06,9.850434e-07,1.570705e-06,1.362402e-06,1.901547e-06,3.380479e-07,0.005355663,0.001403234,7.016385e-06,0.002382862,8.438408e-06,2.227791e-05,0,5.324675e-07,2.781911e-06,1.772743e-06,1.448832e-06,1.632264e-06,1.700143e-06,3.314074e-07,7.003786e-07,0.0006838073,8.854232e-05,2.169005e-05,1.534078e-05,4.945017e-05,2.303454e-06,1.552994e-07,1.237738e-06,9.327688e-06,2.839714e-06,9.462616e-07,5.863478e-06,4.766633e-07,1.398587e-06,0.0001682728,0.0001521976,0.0007681323,0.08863308,6.402134e-05,2.89278e-07,3.302421e-07,1.974798e-06,1.861673e-06,2.060845e-06,3.843982e-06,5.361222e-06,0.0002164649,1.061006e-05,7.92942e-06,3.42034e-05,0.001560805,0.0003860327,0.0001113926,0.0008483646,7.002158e-07,1.611116e-06,6.29652e-07,5.410412e-06,2.917824e-06,6.299355e-07,2.48331e-06,8.99685e-07
"Alcaligenes",4.009099e-07,5.024984e-07,1.277995e-06,9.055233e-07,0,1.065605e-06,1.640067e-06,2.864035e-07,0,2.225479e-07,2.566563e-07,2.457921e-07,8.35632e-08,6.848546e-07,1.008899e-07,6.290341e-07,7.995772e-07,0,1.254101e-07,0,3.319091e-08,3.822773e-07,0,1.687205e-07,1.249178e-07,5.422313e-08,4.70957e-07,0,4.603236e-08,6.909881e-07,1.736522e-06,2.825477e-08,2.583414e-07,1.023985e-06,5.282425e-08,4.413192e-06,2.4294e-06,7.626148e-08,1.370797e-06,8.419891e-06,4.666932e-07,8.329871e-07,0,7.489577e-07,4.789637e-07,0,0,1.109192e-07,1.200357e-06,5.471963e-08,5.435534e-08,2.28721e-07,0,0,0,1.637204e-07,8.137979e-08,2.162808e-06,2.220935e-07,2.08475e-06,3.619444e-06,2.488207e-06,6.068274e-08,4.214555e-08,6.623204e-08,0,7.174808e-08,2.490224e-08,0,3.579388e-08,1.173016e-07,5.880795e-06,2.629848e-06,1.001615e-07,2.793661e-08,3.717653e-07,1.494358e-07,1.827602e-07,6.135887e-08,0,2.125881e-07,7.084817e-08,3.494911e-08,7.524002e-07,0,0,2.822865e-06,1.35752e-06,4.301422e-07,2.854468e-07,4.702914e-06,5.367976e-08,3.709565e-07,6.480199e-08,2.603035e-08,1.819695e-07,1.889018e-07,0,8.024435e-08
"Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.230787e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algoriphagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.159831e-07,0,0,0,0,1.924538e-07,1.635493e-07,0,1.170158e-07,0,6.530097e-08,4.048648e-06,4.348235e-06,4.203592e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.965593e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alicycliphilus",8.169207e-08,0,0,0,0,0,0,0,0,0,0,5.061957e-08,0,0,0,0,0,0,0,1.437951e-07,0,0,0,0,0,0,0,0,0,2.631773e-08,2.537007e-07,0,0,0,3.391103e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21061e-06,0,0,4.542053e-08,0,0,0,0,0,0,0,0,0,0,0,0,3.018822e-08,0,0,0,0,0,0,0,0,0,0,0,6.741918e-08,2.362178e-08,1.773431e-07,0,0,0,0,0,0,0,0,0,0,1.537983e-07,0,0,4.660182e-08,4.313015e-08,0,0,0,0,0
"Alicyclobacillus",0,3.767127e-07,4.250415e-07,0,8.258677e-07,1.02571e-06,2.200324e-07,0,0,1.163825e-07,4.412788e-08,8.175925e-07,1.863654e-07,1.786325e-07,4.263341e-08,2.45081e-07,4.850708e-08,9.913577e-08,2.258129e-07,4.991235e-08,4.321434e-07,3.804455e-07,0,6.985401e-07,0,0,1.840294e-07,3.664417e-07,2.689332e-07,5.794246e-07,0,3.755629e-07,7.076116e-07,0,1.593724e-07,2.115573e-07,6.822525e-08,9.331997e-08,2.584797e-07,1.683058e-07,2.017922e-07,5.765429e-07,0,6.573536e-07,1.33337e-07,7.743225e-07,2.600151e-07,4.919979e-07,0,2.676386e-07,3.478311e-08,1.331926e-07,2.578819e-07,4.774736e-07,1.195936e-07,0,3.980358e-07,0,1.021603e-07,1.524008e-06,3.461693e-07,3.217781e-07,0,1.794316e-07,4.546314e-07,5.630073e-07,3.779587e-08,2.321244e-07,2.309548e-07,0,1.560924e-06,0,9.973928e-08,1.110702e-07,0,2.452405e-07,0,8.934176e-08,0,7.524865e-07,6.995138e-07,0,1.553764e-07,0,2.977001e-07,1.366037e-06,1.380363e-07,2.501847e-07,8.86445e-07,4.589249e-07,5.133571e-07,0,0,0,1.59284e-07,7.444203e-07,2.712695e-07,1.001416e-06,2.350958e-07
"Aliihoeflea",0,0,4.934389e-07,4.033221e-07,1.558104e-06,1.176608e-06,2.5527e-07,0,0,3.120921e-07,7.944022e-07,2.020915e-07,6.887069e-07,5.996878e-07,3.434644e-07,1.481521e-07,4.268734e-07,9.150994e-08,3.417888e-07,3.398011e-07,5.882975e-07,2.78573e-07,3.189916e-08,1.875012e-07,4.001898e-07,1.927934e-07,9.254052e-08,3.524961e-07,2.691961e-07,6.539666e-07,0,6.642191e-07,2.386415e-07,1.819288e-07,1.190613e-07,4.415351e-07,1.024263e-06,5.422065e-07,4.445123e-07,3.736019e-07,2.679788e-06,0,0,1.492725e-07,4.819372e-07,6.298986e-07,7.546415e-08,1.427925e-07,1.305802e-07,0,6.626782e-07,9.330887e-07,2.73964e-07,7.12862e-07,3.405597e-07,2.7471e-07,0,2.278092e-07,4.016295e-07,8.571254e-08,3.348956e-07,2.973202e-07,0,0,5.009559e-07,8.544462e-07,7.282471e-07,2.614735e-07,1.432899e-07,0,0,2.729667e-07,9.63e-08,2.578871e-07,7.192875e-08,4.207995e-07,0,0,4.355069e-08,3.177429e-07,1.451028e-07,1.634958e-07,7.69237e-08,0,0,0,4.701811e-07,0,2.723558e-07,0,4.964117e-07,0,0,0,4.668299e-07,6.849226e-07,4.526787e-07,4.840957e-07,3.65592e-08
"Alistipes",0.0004481606,0.003824463,0.004829613,0.009828747,0.01867953,0.006652794,0.02403223,0.004536957,0.06003065,0.02082149,0.05164085,0.03920807,0.03478473,0.04427095,0.01343651,0.01938286,0.005948384,0.001979022,0.002128056,0.0004877407,0.0141534,0.007177298,0.005056104,0.01539258,0.009536123,0.02071169,0.003741569,0.00924324,0.005798534,0.01359061,0.112832,0.01183633,0.04741622,0.1020468,0.06871201,0.01505905,0.02500019,0.01632584,0.03594932,0.01043817,0.006399842,0.004298105,0.02950356,0.004494761,0.03361738,0.02494605,0.02006598,0.009814211,0.0002718878,0.1304469,0.02943035,0.138953,0.04420998,0.03776225,0.05545745,0.003014351,0.003599658,0.008026641,0.01237365,0.006028779,0.003937376,0.008459503,0.0005372402,0.02292784,0.02856965,0.05791749,0.04487714,0.1039125,0.04754773,0.00010815,0.02006337,0.005446737,0.01190475,0.02150913,0.1873089,0.006414243,0.0003277995,0.1374589,0.02901887,0.06638795,0.06640504,0.04462655,0.02490456,0.0003941062,0.002602913,0.003713846,0.004664137,0.01760683,0.02615051,0.02150697,0.008661993,0.0002158523,0.0005193763,0.05066831,0.0426568,0.05831257,0.07027489,0.02672255,0.01788755
"Alkalibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkalibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkaliphilus",0,0,2.540189e-07,0,6.116967e-07,2.33576e-07,0,1.330052e-06,4.17074e-08,3.148465e-07,7.295081e-07,4.192984e-06,7.092369e-07,3.670124e-06,3.443736e-07,2.295334e-06,6.557865e-07,4.872562e-07,3.247801e-08,2.537148e-08,1.04435e-06,1.800483e-06,3.178769e-06,2.000507e-06,2.812056e-06,7.513086e-07,1.675581e-06,1.951443e-06,1.40674e-06,1.707428e-06,9.886911e-07,7.249168e-07,5.027105e-07,7.117819e-07,3.943691e-07,1.362826e-06,1.675918e-07,2.579743e-07,2.322155e-06,3.967689e-07,1.877834e-06,0,0,0,3.170454e-07,0,3.366862e-08,1.409448e-06,0,0,6.210793e-07,1.012453e-06,1.260746e-06,1.23859e-06,2.371151e-06,0,0,2.198263e-07,6.857455e-08,4.701191e-07,1.910552e-07,1.742134e-07,4.014956e-07,0,5.841272e-07,1.258839e-06,6.459285e-07,1.437631e-06,1.218402e-06,0,0,1.780643e-07,1.982982e-07,1.515958e-07,1.414757e-06,2.945169e-07,2.901918e-08,2.313723e-08,7.338265e-07,7.845385e-07,7.934203e-06,2.738048e-06,1.068105e-06,0,3.909975e-08,3.986989e-08,0,1.286784e-07,1.94221e-07,1.524022e-08,6.781386e-07,3.448348e-08,4.084335e-07,5.050338e-08,4.495059e-07,8.710203e-07,4.619447e-07,1.433453e-06,2.098291e-06
"Alkalispirochaeta",0,0,0,0,1.322796e-07,0,0,0,0,9.869871e-09,1.953373e-07,3.803654e-06,1.733966e-07,2.108618e-06,0,2.346012e-06,0,0,0,0,3.265234e-07,6.715347e-07,1.189116e-08,4.362531e-07,0,0,5.407257e-07,9.069027e-08,3.14593e-08,4.645576e-07,1.27668e-08,4.089117e-07,7.461661e-08,2.467701e-07,9.657318e-08,0,0,0,0,0,0,0,0,0,0,0,0,6.322111e-07,0,0,0,3.887327e-07,6.099721e-07,8.924971e-07,9.214465e-08,0,0,0,9.009845e-09,0,0,0,0,0,0,6.793375e-07,3.231402e-08,5.541749e-07,1.621675e-08,0,0,0,0,0,0,0,0,0,0,4.839293e-07,3.185908e-06,2.054515e-06,1.532602e-07,0,0,0,0,0,0,0,4.769586e-08,0,0,0,3.457466e-08,8.52583e-07,2.011595e-07,4.532017e-07,1.100951e-06
