"","CBJMI00700","CBJMI01400","CBJMI02800","CBJMI04200","CBJMI04201","CBJMI04202","CBJMI04203","CHCFI00700","CHCFI01400","CHCFI02800","CHCFI04200","CHCFI05601","CHCFI05602","CHCFI05603","DGYFI06201","DGYFI06202","DGYFI06203","DGYMI06201","DGYMI06202","DGYMI06203","DHCFI07801","DHCFI07802","DHCFI07803","DHCMI07801","DHCMI07802","DHCMI07803","DHKFI23501","DHKFI23502","DHKFI23503","DSLFI04101","DSLFI04102","DSLFI04103","DSLMI04101","DSLMI04102","DSLMI04103","DSTFI04001","DSTFI04002","DSTFI04003","DSTMI04001","DSTMI04002","DSTMI04003","HBJMI00700","HBJMI01400","HBJMI02800","HBJMI04200","HBJMI04201","HBJMI04202","HBJMI04203","HHCFI00700","HHCFI01400","HHCFI02800","HHCFI04200","HHCFI05601","HHCFI05602","HHCFI05603","LBJMI00700","LBJMI01400","LBJMI02800","LBJMI04200","LBJMI04201","LBJMI04202","LBJMI04203","LHCFI00700","LHCFI01400","LHCFI02800","LHCFI04200","LHCFI05601","LHCFI05602","LHCFI05603","MBJMI00700","MBJMI01400","MBJMI02800","MBJMI04200","MBJMI04201","MBJMI04202","MBJMI04203","MHCFI00700","MHCFI01400","MHCFI02800","MHCFI04200","MHCFI05601","MHCFI05602","MHCFI05603","NBJMI00100","NBJMI00700","NBJMI01400","NBJMI02800","NBJMI04200","NBJMI04201","NBJMI04202","NBJMI04203","NHCFI00100","NHCFI00700","NHCFI01400","NHCFI02800","NHCFI04200","NHCFI05601","NHCFI05602","NHCFI05603"
"Actinotalea",9.701925e-08,0,1.127132e-06,7.314691e-07,3.262334e-07,7.082238e-07,0,5.665589e-08,1.190496e-07,9.472873e-08,0,2.859355e-08,8.667142e-08,0,7.677806e-07,2.80336e-06,1.106206e-06,2.481367e-06,1.672228e-06,7.479348e-07,7.056707e-06,5.375403e-06,3.506427e-06,9.409436e-08,2.069578e-06,5.921337e-06,0,2.575508e-07,1.13789e-07,0,6.688676e-08,0,0,8.438434e-08,0,8.003527e-08,0,0,0,0,1.470482e-07,0,0,9.584519e-06,0,3.551944e-08,0,3.687824e-07,5.855004e-07,5.532474e-07,9.437826e-08,1.216936e-07,2.551766e-08,0,0,0,0,3.894923e-06,2.166715e-08,0,1.113917e-06,2.203457e-06,6.765313e-08,2.464548e-07,0,7.245855e-07,0,0,0,3.595665e-07,0,3.826717e-07,1.011689e-06,8.111124e-07,1.097726e-06,0,4.518157e-07,2.908942e-08,6.444954e-08,9.310778e-08,0,2.172081e-07,0,0,0,0,2.144497e-07,5.515544e-07,1.88683e-07,7.806674e-07,1.117429e-07,4.386507e-07,2.187677e-07,0,2.93769e-07,8.43079e-08,0,4.724481e-08,5.618126e-08
"Actinotignum",0,0,0,0,0,0,0,0,5.490498e-08,0,0,0,3.363369e-08,1.917697e-08,8.622321e-07,1.305502e-06,7.668438e-07,6.13462e-07,3.940453e-07,3.092589e-07,5.324627e-07,5.552866e-07,8.523492e-07,0,5.678861e-07,2.626315e-06,0,8.702244e-08,0,0,1.99662e-08,0,0,0,0,7.095664e-08,0,0,0,0,2.962911e-08,0,0,0,0,0,0,0,0,8.035254e-08,1.188177e-08,0,0,0,0,0,0,7.283072e-08,0,0,0,0,3.029245e-08,7.871841e-08,0,0,0,0,0,0,2.380572e-07,0,0,0,5.858953e-08,0,0,0,0,0,0,4.625128e-08,2.374204e-08,0,0,0,0,0,0,0,0,0,0,0,9.955864e-08,0,0,0,0
"Adlercreutzia",0,1.428103e-06,3.923885e-07,4.032409e-07,3.254156e-07,5.402438e-07,0,2.540214e-06,3.022924e-06,8.729299e-06,1.360834e-06,6.551532e-08,8.008655e-08,6.532427e-07,8.497264e-07,2.210657e-06,4.858014e-07,3.231284e-07,7.086559e-07,5.575587e-07,1.357082e-06,9.815378e-07,1.491233e-06,0,9.261729e-07,2.968451e-06,7.003428e-07,5.184315e-08,8.314589e-08,9.898232e-06,9.412804e-07,1.398564e-06,7.232723e-07,1.888553e-06,2.057372e-07,1.890973e-05,4.888387e-08,1.026848e-06,3.912587e-07,1.161629e-07,3.135712e-06,0,1.881783e-06,6.953958e-07,0,6.570818e-08,7.512693e-08,1.224574e-07,6.213246e-07,9.60376e-06,1.354983e-05,1.060789e-07,1.824278e-08,1.206739e-07,9.168417e-08,1.385944e-06,4.377601e-07,4.56472e-07,0,0,7.113648e-08,5.028519e-07,1.779703e-07,2.06933e-05,2.915529e-07,1.1028e-07,2.745416e-07,3.967034e-07,3.541588e-07,6.428906e-07,6.878336e-06,0,1.051741e-06,8.437625e-08,1.352998e-07,0,1.063645e-05,2.840154e-07,2.88335e-07,2.974032e-07,0,4.919002e-07,7.684006e-07,0,0,8.072229e-07,3.143342e-06,4.495939e-07,1.34325e-07,7.032622e-07,0,4.251679e-07,2.370769e-07,5.568197e-07,2.106069e-06,3.324009e-07,8.388302e-07,1.045988e-07,3.602712e-07
"Advenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.855522e-07,0,0,0,0,0,0,0,0,0,0,0,2.257644e-07,8.002677e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.147406e-07,0,0,0,0,0,1.419526e-07,0,0,0,0
"Aequorivita",5.093511e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28934e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86995e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.550042e-08,0,0,0,0,0,0,0,0,0,0,0,1.96818e-06,0,0,2.379231e-07,0,0,0,0,0,0,0,0,0,0,0
"Aeriscardovia",0,0,0,0,0,0,0,0,0,9.299059e-08,1.40949e-06,1.23818e-07,4.651631e-07,5.89384e-07,4.498396e-07,8.874668e-07,4.872644e-07,0,0,1.059574e-07,0,0,0,0,0,0,0,0,6.785582e-08,0,6.1364e-08,0,0,0,5.871453e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.303472e-08,0,3.417961e-07,5.361297e-08,1.867329e-07,0,0,0,0,0,0,0,0,0,0,2.311631e-07,6.958111e-07,6.77232e-07,7.28877e-08,0,0,0,0,0,0,0,0,0,0,0,6.596124e-08,9.950391e-07,9.485927e-07,0,0,0,0,0,0,0,0,0,0,0,7.683674e-08,2.830889e-07,1.237923e-06,1.586385e-07,1.216402e-07
"Aerococcus",4.169373e-07,1.748282e-05,2.419685e-06,1.994367e-06,2.788976e-06,2.477714e-06,3.520253e-06,2.977739e-05,1.582379e-06,6.888268e-06,3.549644e-06,7.57124e-06,5.836257e-06,3.635827e-06,4.1803e-05,4.547575e-05,0.0001574189,0.0001738601,0.001348932,1.668731e-05,0.000109673,5.625379e-05,4.762429e-05,2.260594e-05,8.499137e-05,0.0004373493,1.365148e-06,1.285806e-05,1.840831e-06,2.564074e-06,1.889306e-06,1.774107e-06,8.845484e-06,3.672508e-06,3.205464e-06,1.809235e-05,9.840588e-05,3.230306e-05,4.04242e-05,8.637997e-05,3.924585e-05,7.726682e-06,2.493373e-06,4.5022e-06,3.329245e-06,4.518753e-06,9.969435e-06,1.142568e-05,4.199314e-05,1.076747e-06,1.852541e-06,1.362744e-06,1.852782e-06,1.44435e-05,5.052375e-06,0,7.769848e-06,2.187051e-06,1.655551e-05,2.657123e-06,4.789347e-06,9.470484e-06,7.408603e-06,1.321686e-06,4.025021e-06,1.046946e-06,1.921284e-06,8.434833e-07,7.174637e-06,6.370581e-08,4.62314e-07,2.847941e-06,1.075953e-05,8.1471e-06,1.991242e-05,1.718154e-06,1.00309e-05,5.347869e-06,1.407214e-06,5.740714e-07,6.698232e-06,3.057194e-06,6.101846e-07,0,4.129156e-06,1.480275e-06,1.82932e-06,9.287586e-06,6.209141e-06,1.492739e-06,3.999392e-06,2.076471e-05,2.222729e-05,3.012261e-05,1.848892e-06,1.646757e-06,5.299704e-07,6.694575e-06,1.745714e-05
"Aeromicrobium",1.643068e-07,1.417797e-07,3.630974e-06,1.727135e-06,2.465717e-07,1.478135e-06,1.604239e-07,1.809333e-07,0,0,6.35904e-08,4.686166e-08,0,6.424285e-08,1.367304e-06,7.345249e-06,3.333922e-06,2.525139e-06,1.806836e-06,2.467201e-07,3.376853e-06,2.214888e-06,3.762966e-06,1.994049e-07,3.655626e-06,4.371761e-07,0,6.727622e-08,1.039366e-07,2.820751e-07,1.602078e-07,4.691533e-07,1.241708e-06,7.823359e-07,3.464492e-07,2.029078e-07,1.164365e-07,3.966275e-07,3.523719e-06,6.288836e-08,1.39482e-07,6.284747e-07,1.544036e-06,2.038088e-06,1.11834e-07,3.334794e-08,4.062492e-07,1.076948e-06,1.133972e-06,3.486801e-08,1.190829e-07,1.817362e-07,1.190918e-07,0,0,3.122868e-07,1.570952e-07,4.414694e-05,1.104472e-06,1.91499e-07,1.617187e-06,5.836307e-06,0,4.130185e-07,9.027969e-08,5.914738e-08,9.159833e-08,0,0,0,0,3.920606e-06,1.152159e-06,3.829369e-07,9.685383e-07,0,1.683445e-06,1.197658e-07,3.809233e-08,1.722494e-07,0,1.549418e-07,0,0,2.51257e-06,1.199346e-06,3.833958e-06,6.882269e-06,4.466479e-06,2.621044e-06,2.903441e-06,3.362208e-07,3.703193e-07,2.249261e-07,8.144167e-07,1.668077e-07,1.285082e-07,1.394484e-07,1.069256e-07
"Aeromonas",9.131247e-06,4.236676e-06,5.299486e-06,9.028676e-06,0.0001293334,0.0008245311,0.0002340458,2.046831e-06,2.828754e-07,4.585044e-06,2.477192e-06,1.075656e-05,1.527487e-06,2.36184e-06,2.222033e-05,3.059907e-06,4.125688e-06,1.483896e-06,1.418514e-06,4.949168e-06,1.833472e-06,3.862407e-06,8.412156e-06,7.458727e-06,3.290909e-05,2.851443e-06,1.473859e-07,6.745978e-07,4.965848e-07,2.447267e-06,5.881951e-07,4.19338e-07,1.994456e-06,1.243281e-05,5.235469e-07,1.247192e-07,1.022198e-06,2.053864e-07,2.317048e-08,4.861651e-07,2.259875e-06,1.226209e-05,8.375649e-06,1.822969e-06,1.545087e-06,0.0007358112,0.00186361,0.00659957,1.975364e-06,1.54677e-06,9.153171e-07,3.211157e-07,1.622593e-07,1.466397e-07,1.211808e-07,4.34815e-06,7.124389e-07,1.459703e-06,1.418999e-06,2.513264e-06,0.0008527622,0.0001190814,5.891816e-05,3.690311e-07,6.113493e-07,7.083664e-07,1.037723e-06,1.288565e-06,2.888084e-07,4.606207e-06,1.089469e-07,1.812781e-06,4.221764e-06,0.002544133,5.932843e-06,1.436353e-05,9.351168e-07,2.341414e-07,4.737805e-07,4.678741e-07,7.571521e-07,2.047395e-06,2.106477e-06,7.032096e-06,5.538028e-06,3.090645e-05,2.177368e-06,3.243049e-06,1.126214e-05,7.640013e-05,0.001309803,3.323463e-05,2.176406e-06,2.054164e-07,1.041363e-06,6.891764e-07,3.854773e-07,9.416247e-06,7.501526e-07
"Aestuariimicrobium",0,0,0,0,0,0,0,0,0,0,0,9.504336e-08,8.426388e-08,9.048289e-08,1.955111e-07,3.109364e-07,9.484254e-08,8.756843e-07,4.273845e-07,3.923811e-07,1.574397e-06,2.832501e-07,1.784874e-07,6.029347e-08,1.242251e-07,5.925526e-07,0,7.312194e-07,3.056316e-08,0,0,0,0,0,0,0,0,0,9.082829e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.500544e-06,1.137034e-05,2.637127e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.177941e-06,1.457009e-07
"Afipia",3.368645e-06,2.927336e-06,4.909792e-05,0.0002058452,2.167805e-05,4.670978e-05,1.230024e-05,1.45686e-05,3.744807e-05,1.85362e-05,9.683341e-06,2.042505e-06,1.067145e-06,2.061885e-06,1.244081e-05,2.691644e-06,1.140021e-05,9.760946e-07,2.255352e-06,1.578483e-06,1.473076e-06,3.88781e-06,4.72605e-05,2.827425e-06,3.846723e-06,2.430646e-06,5.009812e-06,9.330407e-06,1.994925e-06,2.952962e-06,4.761631e-06,1.145642e-06,0.0001934384,1.876571e-05,0,5.70533e-07,2.257118e-06,5.906038e-07,5.342923e-06,6.202676e-07,1.036549e-05,5.404248e-05,4.509277e-06,7.495998e-06,1.45675e-05,2.289714e-05,2.029875e-05,4.735987e-05,0.0003138147,0.000162892,4.289358e-06,1.295556e-06,1.390605e-06,1.592134e-07,9.54925e-08,1.524673e-05,1.92887e-06,1.507474e-05,0.0001607966,4.278566e-06,0.0001847971,2.01557e-05,4.238926e-05,0.0004517043,2.804414e-06,3.247708e-06,1.786486e-06,2.278232e-06,1.701192e-06,3.038612e-05,1.756637e-07,9.723685e-06,1.542645e-05,0.0001114613,3.054623e-06,5.304827e-06,1.787726e-05,1.10434e-05,3.059644e-06,5.236254e-06,1.441847e-07,1.414684e-06,8.111902e-07,0,5.106957e-06,2.755615e-06,4.470375e-05,0.000127154,4.716922e-06,3.51652e-05,0.0001607927,8.515746e-05,2.2634e-05,3.682825e-05,4.746202e-06,3.233362e-06,5.639994e-06,4.558381e-06,9.310258e-07
"Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.000453e-07,1.536428e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agreia",0,0,0,1.044377e-07,0,1.522927e-07,0,1.274758e-07,0,5.759076e-08,0,0,0,0,0,0,0,0,0,0,0,4.363796e-08,5.35441e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.315303e-08,0,1.723455e-07,0,1.088355e-07,0,7.647188e-08,0,0,2.191516e-07,0,0,0,0,0,0,0,8.504484e-07,0,0,0,0,0,0,0,4.450846e-08,0,0,0,7.568239e-08,0,5.625926e-08,0,4.457718e-08,0,0,0,0,0,0,0,0,0,0,1.622203e-07,0,0,8.10684e-08,0,6.431316e-08,0,2.345996e-08,0,0,0,0
"Agrobacterium",1.355182e-05,6.783683e-06,7.222155e-05,7.050122e-05,6.309259e-05,6.875247e-05,1.76782e-05,9.645059e-05,0.0003021478,2.735234e-05,2.973263e-05,4.190483e-05,3.077532e-05,2.419837e-05,2.84e-06,2.708902e-05,1.5135e-05,1.502467e-05,2.790853e-05,2.663193e-05,6.798293e-07,8.340449e-07,7.071901e-06,4.922491e-07,8.469984e-07,2.706504e-06,7.327814e-07,1.123601e-06,4.292572e-06,8.397089e-06,7.832961e-06,1.349333e-05,6.566811e-06,3.484892e-05,1.153125e-05,6.992972e-06,6.273421e-06,9.637181e-06,8.936208e-06,2.085401e-07,4.851965e-07,0.0002452176,3.398504e-05,0.0001239222,1.748596e-06,8.794505e-05,9.883135e-05,0.000144007,0.0018364,6.533785e-05,2.874027e-05,1.067282e-05,0.00011374,1.756877e-05,7.061634e-06,2.112872e-05,1.486141e-05,0.0005220058,0.0001038844,1.3678e-05,0.0005503588,0.0002487865,0.0004566565,4.436467e-05,8.383265e-05,0.0001648028,3.519132e-05,2.731449e-05,2.253514e-05,1.389554e-05,1.156451e-06,0.0001862049,7.674951e-05,0.0001265176,3.85259e-05,1.182904e-05,0.0001103267,0.0001427343,5.715662e-05,8.06528e-05,8.143741e-06,1.593641e-05,1.229912e-05,0,0.0002651131,2.106165e-05,6.971815e-05,9.880399e-05,0.0003207428,0.0001248132,0.0001015685,6.133804e-05,0.0001278719,0.0003405629,3.604619e-05,1.311425e-05,5.809732e-06,2.681713e-05,3.59786e-05
"Agrococcus",0,0,0,0,0,8.055044e-07,0,1.168528e-07,0,0,0,0,0,0,1.613305e-05,1.147512e-05,1.237836e-06,1.133098e-05,4.927106e-06,1.463631e-06,9.172687e-06,2.138057e-06,4.517749e-06,3.195153e-07,2.680177e-06,7.547114e-06,0,7.628742e-07,3.296526e-08,0,0,0,0,0,0,0,3.192329e-08,4.755905e-08,0,0,0,0,0,1.788706e-08,0,8.845574e-08,0,3.2988e-07,0,7.82503e-08,1.447415e-08,0,0,0,0,0,0,0,9.654014e-08,0,4.251527e-07,1.578416e-07,0,0,1.307967e-07,0,0,0,0,0,0,3.545745e-07,2.421836e-07,0,1.604726e-07,0,5.210582e-07,1.695936e-07,3.292152e-08,3.0943e-07,0,0,0,0,0,0,1.405198e-07,0,1.589432e-07,0,6.704576e-07,2.901201e-07,0,3.297841e-07,3.96476e-07,0,3.030853e-08,0,0
"Agromyces",2.011568e-07,0,7.93526e-07,5.42776e-07,1.669698e-07,1.709967e-06,0,0,2.118588e-07,1.044946e-07,2.256675e-08,0,3.616986e-07,8.2894e-08,1.222087e-06,2.368434e-06,1.821537e-06,1.487606e-06,4.769453e-07,3.308008e-07,1.202953e-06,1.361705e-06,1.821788e-06,1.194275e-07,7.706589e-07,1.939708e-06,0,8.167851e-07,2.558615e-07,0,0,6.806472e-08,8.195212e-08,7.514983e-08,0,1.390086e-07,2.8314e-07,2.843238e-07,0,0,0,1.783576e-06,8.454686e-07,3.949291e-06,0,6.873466e-07,2.706999e-07,5.630441e-07,6.707689e-07,3.811339e-07,6.682778e-08,0,6.049301e-08,1.062512e-07,6.262734e-07,0,6.090523e-07,2.04369e-06,9.355113e-07,1.645598e-07,2.163011e-06,2.56853e-06,4.46027e-07,2.325485e-07,4.922146e-07,3.074529e-07,0,4.762471e-08,3.177442e-07,0,0,3.806031e-06,1.209391e-06,6.869029e-07,5.978379e-07,0,1.613803e-06,7.307272e-07,9.370026e-08,0,0,0,0,0,1.103652e-06,6.22258e-07,4.153814e-06,5.104526e-07,2.006291e-06,5.601816e-07,4.817573e-07,6.913184e-07,1.363492e-07,8.875261e-07,5.314833e-07,1.011954e-06,0,9.053194e-08,1.143638e-07
"Akkermansia",5.504111e-06,5.742815e-06,6.81348e-05,5.861724e-05,4.937835e-06,2.492903e-05,2.198558e-05,3.503126e-07,6.03159e-07,2.043943e-06,6.018462e-07,6.166782e-07,5.387533e-07,2.142855e-06,9.132673e-06,1.372006e-05,3.972927e-07,5.373755e-08,3.96576e-07,5.601281e-05,7.212098e-08,2.746462e-06,2.52669e-07,2.385445e-08,9.652221e-07,6.50131e-06,9.181685e-08,0,2.021024e-07,7.349454e-07,1.168145e-06,2.118605e-06,8.318893e-06,2.353752e-05,1.706636e-08,1.498063e-06,1.923854e-08,8.594681e-08,0,1.10891e-07,3.477312e-07,0.0001509224,6.420692e-06,0.0002605559,2.764872e-06,1.063315e-05,0.000125617,2.733704e-05,1.164586e-06,3.162349e-07,4.153869e-07,7.153613e-08,1.456875e-07,1.885101e-08,1.265199e-07,8.54959e-05,3.869095e-05,0.0003934411,4.37936e-05,1.033104e-05,1.069926e-05,0.0001855129,1.537167e-06,5.563955e-07,0,4.005643e-07,1.757218e-07,0,5.663229e-08,1.453181e-05,3.587127e-06,6.079497e-06,3.859419e-05,2.555054e-05,2.162843e-05,1.894536e-05,0,5.670471e-08,2.029101e-07,1.836913e-06,2.105998e-07,2.421018e-06,2.905112e-06,1.845903e-05,6.645101e-06,1.64961e-05,3.061403e-05,0.000127701,3.63776e-06,0.000253724,4.674803e-05,9.615461e-07,0,0,1.870138e-06,0,1.245656e-06,8.107204e-06,3.186253e-07
"Alcaligenes",1.005163e-06,1.890396e-07,4.039019e-07,6.377387e-06,1.017526e-05,6.23941e-06,3.365716e-07,3.914168e-07,6.261992e-07,1.023836e-07,2.279989e-06,7.193154e-06,2.229853e-06,4.659851e-06,6.231345e-07,9.839148e-06,2.117866e-06,2.05152e-06,8.291608e-07,5.873386e-06,5.280303e-07,1.865174e-06,7.510592e-07,0,1.235536e-06,2.186627e-06,2.500369e-06,1.103495e-07,3.989972e-06,7.846204e-07,9.919005e-07,5.734683e-07,1.159683e-05,2.141366e-07,4.37355e-07,2.257822e-06,1.085171e-06,9.355329e-07,1.480705e-06,0,1.377238e-07,0,1.001429e-06,1.435354e-06,2.280729e-05,1.376755e-05,1.259535e-05,3.968578e-06,8.772611e-06,1.936081e-07,7.439697e-08,2.727901e-07,2.442037e-06,7.078428e-08,8.811206e-08,0,2.055874e-06,6.339086e-07,1.344221e-05,5.91768e-06,1.447686e-06,2.662736e-05,9.593692e-07,2.959437e-07,1.953601e-07,3.86727e-07,2.020636e-06,1.073492e-06,7.900709e-06,2.36925e-06,3.56023e-07,1.877585e-06,2.800403e-06,8.761838e-07,7.224452e-06,0,2.487611e-07,2.510472e-07,1.347184e-07,4.146171e-06,1.529507e-06,2.644655e-07,3.447788e-07,2.577012e-05,1.462424e-06,5.765193e-07,7.433621e-07,4.288952e-06,3.049323e-06,3.014169e-06,4.310689e-06,1.89508e-06,2.722445e-07,8.722839e-07,1.334373e-07,1.698428e-07,1.291113e-06,9.867785e-06,1.394261e-06
"Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algoriphagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.228682e-08,0,0,0,0,0,0,0,0,0,1.390283e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alicycliphilus",3.991263e-06,0,1.952205e-07,1.558844e-05,4.520809e-07,0,1.198693e-07,2.566281e-07,3.834849e-07,3.278105e-06,1.178178e-07,3.627576e-07,0,4.261549e-08,0,9.183069e-07,1.255121e-07,6.557646e-07,2.0998e-07,1.17208e-06,0,1.356234e-07,2.501995e-08,0,0,0,1.062645e-06,0,6.567464e-07,1.016372e-06,4.716041e-07,2.321511e-06,1.289759e-07,7.568981e-08,5.967258e-08,4.478509e-07,1.08062e-06,1.511602e-08,5.854935e-07,0,0,0,7.269212e-07,9.952057e-08,0,0,0,3.91942e-07,2.113731e-06,1.094232e-07,9.430394e-07,0,1.917574e-07,7.897046e-08,0,0,1.96688e-06,1.124059e-07,3.08243e-07,0,2.186322e-06,1.184196e-06,6.667713e-07,6.147008e-08,1.337461e-07,6.473603e-07,0,1.248783e-07,2.517957e-07,0,0,1.34173e-05,5.58823e-06,2.018498e-06,1.770874e-07,0,1.801758e-07,1.085284e-07,6.222667e-07,0,0,7.907226e-08,1.22668e-07,0,3.340114e-05,0,5.494232e-07,8.549188e-06,0,1.746021e-07,2.240183e-06,2.487671e-07,7.160895e-07,2.961283e-07,1.240722e-07,0,3.489312e-07,4.445142e-08,3.864819e-07
"Alicyclobacillus",0,0,0,0,0,0,0,0,1.613436e-07,0,0,8.033427e-08,7.647478e-08,1.889496e-07,0,0,0,0,6.424516e-08,1.143501e-07,0,0,0,0,0,0,0,0,0,2.780647e-07,9.649002e-08,8.031745e-08,0,9.858765e-08,0,7.845041e-08,0,7.887268e-08,0,0,0,0,0,0,0,0,0,9.617393e-08,0,0,1.23725e-07,2.395327e-08,0,0,0,0,0,0,0,0,0,0,0,5.966214e-08,0,0,0,0,0,2.901453e-07,0,0,0,0,0,0,0,0,0,0,0,2.111249e-07,1.010832e-07,0,0,0,0,0,0,4.658936e-07,0,0,0,0,1.515874e-07,0,0,0,0
"Aliihoeflea",0,8.693745e-07,2.8858e-05,1.103001e-05,3.41009e-05,3.670478e-05,4.445504e-05,5.116342e-07,1.665269e-07,3.034008e-07,1.244138e-05,1.788774e-05,1.473291e-05,4.798238e-06,3.276454e-06,1.411781e-05,1.149767e-05,2.002411e-05,1.681454e-05,3.679948e-06,1.504133e-05,1.615989e-05,1.970869e-05,5.694592e-06,6.942957e-06,1.958017e-05,1.935771e-07,9.525923e-06,1.09985e-05,8.042138e-06,5.990408e-06,3.075303e-06,1.417256e-06,3.367493e-06,1.019762e-06,7.543997e-05,0.0001150771,8.71254e-05,4.263384e-05,4.844651e-05,5.081962e-05,6.522238e-06,1.363546e-06,1.285835e-05,3.582931e-05,2.038788e-05,1.263521e-05,3.071538e-06,3.113103e-06,5.306014e-07,1.119245e-07,1.832425e-05,2.901431e-07,5.451259e-06,1.135485e-07,1.18131e-07,1.846406e-07,2.225164e-05,1.051556e-05,2.723182e-05,2.602836e-05,5.521984e-06,2.211359e-07,2.309526e-07,3.775921e-07,1.290199e-05,8.634668e-06,4.030766e-06,4.000709e-06,0,0,1.474607e-05,8.253474e-06,3.422306e-06,1.052485e-06,5.492331e-06,1.266346e-06,5.528356e-07,1.252934e-07,1.480056e-05,2.528273e-06,1.835505e-06,7.633581e-07,0,0,1.132577e-06,1.597471e-05,2.90355e-05,3.48492e-05,1.289598e-05,3.769945e-05,1.738856e-06,7.307818e-07,6.716338e-07,4.575743e-07,1.566866e-05,2.419576e-07,1.305699e-05,5.594034e-06
"Alistipes",0.0004864448,0.001311936,0.001553305,0.0006004526,0.0007526772,0.0008624433,0.0006386149,0.001066324,0.0151768,0.0226968,0.01282549,0.003612678,0.006889995,0.01522608,0.02272111,0.01015685,0.01815298,0.00028893,0.009366412,0.01316798,4.043052e-05,0.0001802514,0.000232429,0.0001596393,0.0004665843,2.734838e-05,0.0004040626,0.0003108799,0.0005946606,0.009075469,0.02251103,0.008717523,0.002846171,0.04727687,0.0008048496,0.01066588,0.0004762462,0.002215925,0.0002437634,0.0006454122,0.002910336,0.0004653585,0.0003241121,0.0050648,0.0006307385,0.0006325944,0.0003085012,0.0006261165,0.001038635,0.06924112,0.005129115,0.006349254,0.001071847,0.001177215,0.001366393,0.004111864,0.0007647159,0.007394898,0.0006260262,0.0007985744,0.001114287,0.001453869,0.0002462667,0.02007249,0.0005581291,0.00215674,0.003841295,0.005679543,0.001125634,0.001064037,0.0006356119,0.0003812187,0.002685211,0.00126413,0.0004744463,0.0002020816,0.0002193851,0.0005033325,0.0007539834,0.0319929,0.002526015,0.03962694,0.04056823,0.001863004,0.0002648316,0.002233333,0.0008618906,0.002199286,0.001080957,0.008687741,0.00182838,3.63428e-05,0.0001638255,0.00151099,0.02003099,0.002615018,0.01855891,0.0007232328,0.004442067
"Alkalibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkalibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646894e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.305365e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
